ScotApp_828,828unused
ScotApp_1033,"Deaktivera varan eller ta bort stöldskyddet i kassan och tryck på ""Kvittera säkerhet""."
ScotApp_1496,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_680,680unused
ScotApp_580,Försök har gjorts att stoppa varan innan kupongen stoppats.
ScotApp_380,380unused
ScotApp_280,Radera säkerhetslogg
ScotApp_180,Lägg kupongerna åt sidan så länge.\nLägg fram dem när du är klar med dina inköp.
ScotApp_1364,Micr
ScotApp_980,Tiden löpte ut innan kunden svarade
ScotApp_880,880unused
ScotApp_970,970unused
ScotApp_1104,e=d=0.01 lb Max 30.00 lb min 0.2 lb Nmax 3000
ScotApp_1032,EAS-vara fortfarande aktiv.
ScotApp_1286,Svenska
ScotApp_1462,Kassetter
ScotApp_1298,Manuella funktioner
ScotApp_1031,Läs in kupongerna.
ScotApp_1482,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1706,"Enheten är inte klar.\n* Stäng alla eventuella program som har kontakt med enheten och tryck på ""Problemet ar åtgärdat"".\n* Kontakta Gunnebo för service om felet återkommer."
ScotApp_1399, Personal
ScotApp_1494,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1672,Fel på myntrecyklern
ScotApp_573,"Slå in användar-ID och tryck på ""Enter""."
ScotApp_173,173unused
ScotApp_775,Välkommen till NCR SelfServ Checkout! Vi hoppas att du ska trivas!
ScotApp_675,Växelmynt påfyllt
ScotApp_1481,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_79,79unused
ScotApp_69,69unused
ScotApp_59,Försök igen
ScotApp_39,Transaktionen avbruten
ScotApp_29,Varor med åldersbegränsning
ScotApp_19,Moms
ScotApp_975,975unused
ScotApp_603,Redigera/Lägg till viktpost
ScotApp_99,Kvantitet att stoppa
ScotApp_89,89unused
ScotApp_303,Ta bort varor
ScotApp_203,203unused
ScotApp_103,Slå in varukoden.
ScotApp_1889,Kontrollera kundens säkerhetnivå
ScotApp_1443,"Fyll på mynt eller tryck på ""Ta bort kontanter"" för att ta bort."
ScotApp_903,Varan är borttagen från packhyllan.
ScotApp_803,803unused
ScotApp_1555,Utmatare
ScotApp_1037,Signatur
ScotApp_1480,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1263,USERDEFINED5
ScotApp_1697,Åtgärdat stopp 
ScotApp_748,748unused
ScotApp_648,Varukod
ScotApp_548,548unused
ScotApp_448,Ditt stamkundskonto är aktiverat.
ScotApp_348,348unused
ScotApp_248,248unused
ScotApp_148,148unused
ScotApp_1479,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_948,\n* Fjärrhjälp
ScotApp_848,Du måste ange kvantitet:
ScotApp_485,Signatur behövs
ScotApp_1036,EAS-vara aktiv.
ScotApp_1487,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1499,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1023,1023unused
ScotApp_1179,TIDEN FÖR LÄMNAD KASSA HAR LÖPT UT
ScotApp_1035,EAS-vara aktiv.
ScotApp_1682,Allmänt fel i sedelläsaren
ScotApp_1486,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1144,Utmataren svarar inte.
ScotApp_866,Ja
ScotApp_1498,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1384,Språk
ScotApp_1743,"Skriv ditt användar-ID och tryck på ""Enter"" eller sätt fingret på fingeravtrycksläsaren för att logga in."
ScotApp_1319,KUPONG
ScotApp_1178,TRÖSKELVÄRDE FÖR BORTTAGNING KLAR ÖVERSKRIDEN
ScotApp_1001,Varan hittades inte
ScotApp_1034,1034unused
ScotApp_1485,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1068,1068unused
ScotApp_1694,"Ersättningsvalör används p g a att %sTryck på ""Status Kontanter/Papper"" för att fylla på eller åtgärda stopp."
ScotApp_1165,Dra försiktigt ut skrivaren tills den låses i rätt läge.\n\nStäng och lås luckan till skrivaren.
ScotApp_1021,Varning
ScotApp_1230,KUPONGAVDRAG
ScotApp_1484,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_912,Godkänn och uppdatera vikt
ScotApp_723,723unused
ScotApp_623,"Ange toleransen med knappsatsen och tryck på ""OK""."
ScotApp_523,Kortet avvisat
ScotApp_423,Betala med kortet. Kontrollera om det finns fler varor i korgen.
ScotApp_323,  Kvt %d @ %d/%s
ScotApp_223,Kortläsarens kortkassett är full
ScotApp_123,123unused
ScotApp_1020,Läs in varorna
ScotApp_923,923unused
ScotApp_823,Godkänn stopp
ScotApp_1483,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1237,KUPONG
ScotApp_1680,Oåterkalleligt fel. Stäng kassan.  Kontakta Gunnebo och meddela nedanstående felinformation.\n\nFel på säker betalning: %s
ScotApp_702,702unused
ScotApp_602,Redigera/Lägg till \nviktpost
ScotApp_502,Lägg stoppad vara åt sidan.
ScotApp_402,Finns inte
ScotApp_302,Ange PIN-koden på kortläsaren.
ScotApp_202,Testar utloggning...
ScotApp_102,Indragen vara
ScotApp_1722,Kassan är i övningsläge. Vill du fortsätta med transaktionen?
ScotApp_902,Varan är borttagen från packhyllan.  Lägg tillbaka varan.
ScotApp_802,"\nÄr backen med\n%s full? \n\nVälj ""Ja"" eller ""Nej""."
ScotApp_568,Radera
ScotApp_468,   Indragen
ScotApp_368,Skrivarpapperet har fastnat innan det laddats
ScotApp_268,Kortet felläst
ScotApp_1027,"Tryck på ""Ja"" för att avbryta transaktionen och på ""Nej"" för att fortsätta transaktionen."
ScotApp_1354,Hämta presentkortet
ScotApp_968,968unused
ScotApp_868,Ange godkännandenr:
ScotApp_1433,på kontrollvågen.
ScotApp_1687,"Använd skärmen ""Status Kontanter/Papper"" för att fylla på kontanter."
ScotApp_1150,Luckan till skrivaren är öppen.
ScotApp_1699,"Ersättningsvalör används på grund av %sFyll på eller åtgärda stopp snarast. Tryck sedan på ""Korrigerat""."
ScotApp_1259,USERDEFINED1
ScotApp_1223,STATUS KONTANTER / PAPPER
ScotApp_1379,enhetspris
ScotApp_1432,<<<För få sedlar. Fyll på.>>>
ScotApp_1686,Oåterkalleligt fel. Stäng kassan.  Kontakta Gunnebo och meddela nedanstående felinformation.\n\nFel på säker betalning: %s
ScotApp_1157,Luckan till sedelutmataren kan vara öppen.\n\nUtmataren fungerar inte med öppen lucka.\n\nStäng och lås luckan till utmataren eller säkerhetsdörren.
ScotApp_1013,Varustockning
ScotApp_1184,MER DATA
ScotApp_1848,"Varan borttagen. Läs in nästa vara eller tryck på ""Slå in koden""."
ScotApp_1169,Öppna luckan till skrivaren.\n* Dra försiktigt ut skrivaren tills den låses i rätt läge.\n* Stäng och lås luckan till skrivaren.
ScotApp_1662,Andra kvitton
ScotApp_1311,* Ta ur sedelinmataren.\n* Öppna den.\n* Kontrollera om sedlar fastnat och sätt sedan tillbaka den.\n* Kontrollera att motorn startar och att de gröna lamporna lyser.
ScotApp_1025,Ta bort alla varorna från bandet och stäng säkerhetsskyddet.
ScotApp_1378,vikt
ScotApp_22,Ingen\nväxel\ntillbaka\n+ 0          \n(%s)
ScotApp_1234,KVANTITETSBEGRÄNSAD
ScotApp_1685,Allmänt fel i myntenheten
ScotApp_1156,Kontrollera att strömbrytaren på myntutmataren är på.
ScotApp_1012,Din vara transporteras.
ScotApp_1365,Magnetkortläsare
ScotApp_1235,EAS-VARA AKTIV
ScotApp_1221,AUDACTION
ScotApp_1143,För liten mängd mynt eller myntbehållare saknas.
ScotApp_434,Förmånstyp
ScotApp_1625,"Fyll på mynt eller tryck på ""Ta bort mynt"" för att ta ur mynt."
ScotApp_1430,Stoppa vara
ScotApp_1684,Fel på myntrecyklern
ScotApp_1155,Enheten är offline.
ScotApp_834,Avgifter och kundavtal:
ScotApp_799,Kontrollera korgen
ScotApp_699,Osäljbar vara
ScotApp_599,Återställer Forms Device...
ScotApp_499,499unused
ScotApp_399,399unused
ScotApp_299,299unused
ScotApp_199,User Exits laddat.
ScotApp_743,743unused
ScotApp_643,Varan borttagen. Läs in nästa vara.
ScotApp_543,Personal-ID kan inte ha mer än %d siffror.
ScotApp_343,343unused
ScotApp_243,Ogiltigt kort i kortläsaren
ScotApp_999,Gränsen överskriden
ScotApp_899,Godkänn stopp för
ScotApp_1220,EFT
ScotApp_1142,Fel på myntutmataren
ScotApp_943,Kasse/Låda
ScotApp_843,843unused
ScotApp_1437,"Gränsvärdet för ""Varan borttagen"" överskridet"
ScotApp_1601,     Kortutmatarkassetten är nästan tom
ScotApp_722,722unused
ScotApp_622,Redigera tolerans för varukod
ScotApp_522,Fel PIN-kod
ScotApp_422,422unused
ScotApp_322,322unused
ScotApp_222,"Sekvens för skrivarbegäran: Kontrollera eventuella fel på skrivaren eller i händelsegranskaren och tryck sedan på ""Problemet ar åtgärdat""."
ScotApp_122,122unused
ScotApp_1010,1010unused
ScotApp_922,922unused
ScotApp_822,Godkänn stoppad vara
ScotApp_1715,Godkännande av Paus avvisad
ScotApp_1227,TIDSBEGRÄNSAD
ScotApp_701,701unused
ScotApp_601,601unused
ScotApp_401,Betala med kortet. Kontrollera om det finns fler varor i korgen.
ScotApp_301,Ange kupongvärdet
ScotApp_201,Testar inloggning...
ScotApp_101,Okänt pris
ScotApp_1633,Fel på sedelrecyklern
ScotApp_901,Godkänt att inte packa.
ScotApp_801,Köpa back
ScotApp_1824,Ett elektroniskt kvitto har inte skrivits ut.
ScotApp_1328,Dubbel vikt
ScotApp_1299,Starta transaktionen och öppna läget Hjälp
ScotApp_1226,INDRAGEN VARA
ScotApp_1140,Stopp i sedelutmataren.
ScotApp_1579,Sedelinmatare
ScotApp_1426,%s\nÄr %d rätt?
ScotApp_1632,Ta bort sedellocket. Kontrollera kabeln till sedelläsaren och försök på nytt. Kalla på support om felet uppstår igen.\n\nFel på säker betalning: %s
ScotApp_1141,Matade inte ut %s-sedlar. VARNING: Sedlar kan ha fastnat på sedelutmatarens ovansida.
ScotApp_1791,Endast kontanter
ScotApp_1357,Hämta presentkortet
ScotApp_763,763unused
ScotApp_714,714unused
ScotApp_614,Obligatorisk nedpackning
ScotApp_514,514unused
ScotApp_314,kassettproblem
ScotApp_214,Debitera kreditkontot
ScotApp_114,Det går inte att ta bort varan
ScotApp_1369,Övr
ScotApp_78,Bankomat (Inga kontanter)
ScotApp_1630,Fel på sedelrecyklern
ScotApp_58,OK
ScotApp_48,48unused
ScotApp_914,"Gå till kassan, ta bort extra varor och tryck på ""Kvittera säkerhet""."
ScotApp_1422,Handhållen avläsare
ScotApp_18,Summa
ScotApp_1147,Kontrollvågsfel
ScotApp_1578,Totalt värde:
ScotApp_1022,Lägg inte på bandet
ScotApp_98,98unused
ScotApp_88,88unused
ScotApp_1003,Tidsbegränsad
ScotApp_1434,Åldersbegränsad
ScotApp_1356,Hämta
ScotApp_1212,ANNAT
ScotApp_1455,Ogiltigt nummer
ScotApp_1713,Tryck på Godkänn för Paus avvisad
ScotApp_1565,Ange Laddad valör för %s
ScotApp_194,Device Manager laddas...
ScotApp_1275,USERDEFINED17
ScotApp_1146,Automaten fungerar inte.
ScotApp_1303,Godkänt stamkundskort: #%s
ScotApp_70,70unused
ScotApp_60,Tillkalla hjälp
ScotApp_50,50unused
ScotApp_40,Personalgodkännande
ScotApp_30,Stoppade varor
ScotApp_20,20unused
ScotApp_10,10unused
ScotApp_1779,Det går inte att ta bort varan före kupongen. Ta bort kupongen först.
ScotApp_1211,STANDARD
ScotApp_90,90unused
ScotApp_80,80unused
ScotApp_663,PIN-kodsfel
ScotApp_463,Remote Approval avslutas...
ScotApp_363,\nAnvänd knappsatsen för att ange lösenord.
ScotApp_163,163unused
ScotApp_1420,Ta bort varan \n%s?
ScotApp_1145,Fel på myntautomaten
ScotApp_963,Radera begäran
ScotApp_863,Ange kupongvärdet
ScotApp_1816,Det finns ett stopp eller en öppen lucka.
ScotApp_1637,Kabelproblem
ScotApp_742,742unused
ScotApp_642,Varan tillagd. Läs in nästa vara.
ScotApp_542,Kan inte skapa personalstreckkod.
ScotApp_342,Typspecifikation
ScotApp_242,Ett kort har fastnat i kortläsaren
ScotApp_142,Godkänn beloppet
ScotApp_1210,SENASTE VYN
ScotApp_942,942unused
ScotApp_842,842unused
ScotApp_1044,Manuell betalning
ScotApp_1427,Ändra varans kvantitet: \n%s
ScotApp_721,721unused
ScotApp_621,Standard
ScotApp_1341,Volyminställning
ScotApp_421,"Läs in dina varor eller tryck på ""Starta"" för att börja."
ScotApp_321,Verifierar transaktionen
ScotApp_221,Stäng och lås luckan till skrivaren.
ScotApp_121,varorna från den här kassan.
ScotApp_1636,Fel på myntrecyklern
ScotApp_921,Förväntad vikt på kontrollvågen.
ScotApp_821,821unused
ScotApp_600,Säkerhetsunderhåll
ScotApp_500,500unused
ScotApp_400,400unused
ScotApp_1368,Siginl
ScotApp_200,Transaction Broker testas...
ScotApp_100,Du måste ange kvantitet
ScotApp_1076,Varning
ScotApp_1623,Överför sedlar till kassett för uttag
ScotApp_1340,Stäng ned hela systemet
ScotApp_1108,%s\t%s\t%s @ %s %s/%s\t%s
ScotApp_1814,Myntkassetten är fel isatt eller saknas.
ScotApp_1758,Fel på kupongkassetten
ScotApp_1635,Kontrollera kabeln till sedelrecyklern och försök på nytt. Kalla på support om felet uppstår igen.\n\nFel på säker betalning: %s
ScotApp_1557,Utmatarfångare
ScotApp_734,734unused
ScotApp_634,634unused
ScotApp_534,Tidsbegränsade varor
ScotApp_1413,Avsluta transaktionen inom # minut(er).  Strömmen riskerar att brytas strax.
ScotApp_334,Inget kortfel i kortläsaren
ScotApp_234,Ta ur  sedelkassetten.\n\nTa ur sedlarna.\n\nSkjut in kassetten så att den låses i rätt läge.\n\nDra i kassettens handtag för att kontrollera att den sitter ordentligt fast.
ScotApp_1569,Valör
ScotApp_1801,Funktionsläge
ScotApp_934,Viktökning
ScotApp_1622,Kassett
ScotApp_768,Avbryt bekräftelse
ScotApp_668,Signaturutskriften är klar.
ScotApp_1347,Försöker att ansluta igen
ScotApp_1778,Kvittera säkerhet
ScotApp_168,Läs in kupongerna och lägg dem åt sidan tills inköpet är klart.
ScotApp_1203,GODKÄNT DOKUMENT
ScotApp_1634,Kabelproblem
ScotApp_1556,Inmatarfångare
ScotApp_1412,Hjälpfunktioner
ScotApp_1783,SÄKERHETSSKYDDET ÄR ÖPPET
ScotApp_1232,GODKÄND SIGNATUR
ScotApp_1568,Totalsumma:        %s
ScotApp_1800,Välja funktionsläge
ScotApp_1495,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1621,Lås upp sedelkassett
ScotApp_1346,Kassan är offline och systemet försöker att ansluta.
ScotApp_72,72unused
ScotApp_62,Ja
ScotApp_52,Ta bort kuponger
ScotApp_42,Stoppade varor
ScotApp_32,Fortsätt
ScotApp_12,  Kvt %d @ %s/styck
ScotApp_1411,Ändra kvantitet
ScotApp_92,Välkommen!
ScotApp_82,82unused
ScotApp_1807,_ _ _
ScotApp_1089,Slut rapportperiod
ScotApp_1620,Lås upp sedellock
ScotApp_1345,Security Manager avslutas...
ScotApp_1819,Inmatningsfel i myntrecyklern
ScotApp_762,762unused
ScotApp_662,%
ScotApp_1554,Acceptor
ScotApp_462,Remote Approval laddat.
ScotApp_362,Ange lösenord
ScotApp_262,262unused
ScotApp_162,Läs in dina varor och kuponger.
ScotApp_1410,Ändra pris
ScotApp_962,"Hämta stoppade varor och tryck på ""Godkänn stopp""."
ScotApp_862,Ange kupongvärdet:
ScotApp_1806,"\n* Tryck på ""Endast kort"" för att avsluta transaktionen och ge kunden växel tillbaka manuellt."
ScotApp_1088,1088unused
ScotApp_1627,Fel på mynt eller sedelrecyklern
ScotApp_741,741unused
ScotApp_641, Medelvikt  Godkända  Kontrollerat Tol.typ     Tol.värde    Datum
ScotApp_541,Skriv ut personalstreckkod
ScotApp_441,Godkänn beloppet
ScotApp_341,341unused
ScotApp_241,Oväntat fel i Device Manager
ScotApp_141,Välj korttyp
ScotApp_941,Stoppad vara
ScotApp_841,Ange varan
ScotApp_1873,1873unused
ScotApp_25,Födelsedatum:
ScotApp_720,720unused
ScotApp_520,Okänd varukod
ScotApp_420,420unused
ScotApp_320,Gå tillbaka
ScotApp_220,* Öppna luckan till skrivaren.\n* Öppna skrivaren och kontrollera om något har fastnat.\n* Sätt i en ny pappersrulle i skrivaren.\n* Stäng och lås luckan till skrivaren.
ScotApp_120,Transaktionen avbruten. Ta bort
ScotApp_1626,Fyll på kontakter eller välj en annan funktion.
ScotApp_1423,Den handhållna avläsaren försöker ansluta.
ScotApp_920,Godkänn/Uppdatera inte.
ScotApp_820,Godkänn stopp
ScotApp_1757,"När du vill skriva en accent trycker du på en ""Accent"" knapp nederst på skärmen och skriver sedan bokstaven."
ScotApp_1872,1872unused
ScotApp_754,Senaste veckan totalt
ScotApp_554,Dra inte betalkort just nu.
ScotApp_1613,Returkassett
ScotApp_354,Systemfunktioner
ScotApp_254,Myntutmataren fungerar inte.\nFyll på mynt eller \nSlå på strömmen eller \nTa bort mynt som har fastnat.
ScotApp_154,Laddar…
ScotApp_1769,Ange kod
ScotApp_1240,KONTANTER
ScotApp_954,Smart Scale kan inte öppnas
ScotApp_854,Fem varor
ScotApp_1547,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1403,Stoppa och starta om programmet NCR SelfServ Checkout. Kontakta support om felet kvarstår.
ScotApp_545,Vara med åldersbegränsning
ScotApp_1559,Avsluta
ScotApp_1871,%s %s noterat
ScotApp_1612,Korthantering
ScotApp_1550,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_845,Läs in ytterligare varor:
ScotApp_1564,Ange Laddat antal för %s
ScotApp_1768,Fel viktenhet.
ScotApp_1272,USERDEFINED14
ScotApp_1546,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_74,Godkänn stoppade
ScotApp_64,Ta bort den markerade
ScotApp_54,Avbryt
ScotApp_44,44unused
ScotApp_34,34unused
ScotApp_1558,Avsluta och spara
ScotApp_14,14unused
ScotApp_1870,%s %s förväntat
ScotApp_1389,Fel på enheten för signaturinläsning
ScotApp_1611,     Returkassetten är full
ScotApp_94,94unused
ScotApp_84,Inläsningsalternativ
ScotApp_1289,B – C
ScotApp_687,Skriv ut rapport
ScotApp_587,Signatur
ScotApp_487,Ned
ScotApp_387,Transportstopp
ScotApp_287,Avläsare: Ogiltig etikett
ScotApp_1545,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1336,Verktyg
ScotApp_987,Varan är borttagen från bandet. Lägg tillbaka varan.
ScotApp_887,Varan borttagen
ScotApp_555,Annan betalning
ScotApp_1610,     Returkassetten är nästan full (%s) 
ScotApp_1041,Godkänn signatur
ScotApp_1691,Kontakthantering
ScotApp_1809,Utmatningsfel i myntrecyklern
ScotApp_1288,A
ScotApp_761,761unused
ScotApp_1193,BEKRÄFTAD IDENTITET
ScotApp_561,Lägg kupongen åt sidan.
ScotApp_461,Remote Approval laddas...
ScotApp_361,Kassan stängd
ScotApp_261,261unused
ScotApp_961,"Fel i viktinlärningsdatabasen (WLDB): Kontrollera eventuella fel i händelsegranskaren och tryck sedan på ""Problemet ar åtgärdat""."
ScotApp_861,861unused
ScotApp_1876,%s %s noterat
ScotApp_740,740unused
ScotApp_640,Befintliga WLDB-viktposter
ScotApp_540,540unused
ScotApp_340,Välj vara i listan. Använd piltangenterna för att bläddra uppåt eller nedåt.
ScotApp_240,Allmänt fel i Device Manager
ScotApp_140,Tack
ScotApp_1105,"e=d=0,005kg Max 13 995kg min 0,1kg Nmax 2799"
ScotApp_1192,MONTERINGSAVGIFT
ScotApp_940,Stoppa
ScotApp_840,Ange varan:
ScotApp_1863,"Tryck på ""Godkänna"" eller ""Stoppa vara"""
ScotApp_1463,Ändrad valör
ScotApp_1875,%s %s förväntat
ScotApp_774,Intjänade poäng:
ScotApp_674,"""Orsak till avvisad betalning: """
ScotApp_780,780unused
ScotApp_474,474unused
ScotApp_374,Svarta fläckar från skrivaren
ScotApp_174,Kan inte hitta den inlästa varan. Den har inte köpts ännu eller så har inköpet av den redan avbrutits.
ScotApp_1029,Mata in kupongen
ScotApp_974,974unused
ScotApp_1679,"Datafel, sedlar"
ScotApp_1747,Fel på fingeravtrycksläsaren
ScotApp_1862,Kontrollera varan på avläsarens våg
ScotApp_1603,     Kortutmatarkassetten är normal
ScotApp_1419,Flerpack
ScotApp_1759,Kupongkassetten är full
ScotApp_649,Pris inkluderat
ScotApp_1039,Föregående vara har EAS-etikett(-er).
ScotApp_849,Du måste ange kvantitet
ScotApp_765,765unused
ScotApp_565,Pers.inloggn
ScotApp_1549,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1861,PICKLIST
ScotApp_1731,PL-bilder hämtas...
ScotApp_76,76unused
ScotApp_66,66unused
ScotApp_56,Avbryt betalning
ScotApp_46,Hjälp
ScotApp_36,Återbetalt:
ScotApp_26,26unused
ScotApp_16,%s kommer att belasta ditt kort.
ScotApp_719,719unused
ScotApp_619,Välj <Ange tolerans> eller <Standard> för att redigera aktuell tolerans.
ScotApp_519,För högt kupongvärde
ScotApp_419,419unused
ScotApp_319,Betala med kort
ScotApp_219,219unused
ScotApp_119,Ta bort alla varor
ScotApp_96,96unused
ScotApp_86,86unused
ScotApp_1755,Välj i listan 
ScotApp_1038,Bekräfta signatur
ScotApp_919,"Kontrollera varans vikt och tryck på ""Godkänn och uppdatera vikt"" eller på ""Godkänn/Uppdatera inte""."
ScotApp_1489,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_1745,Fingeravtrycksläsaren är frånkopplad.\n\nFörsök igen.
ScotApp_1860,Please select from picklist assisted items or look-up item alphabetically.
ScotApp_1268,USERDEFINED10
ScotApp_1008,1008unused
ScotApp_786,Avbrott i kassan
ScotApp_686,Igår
ScotApp_586,Kuponger: %0.0ld/$%0.2lf
ScotApp_486,Upp
ScotApp_386,Kassetten borttagen
ScotApp_286,Avläsare: Ogiltigt etikettprefix2
ScotApp_186,186unused
ScotApp_1488,Anvisningar om hur du åtgärdar felet finns i användarhandboken.
ScotApp_986,986unused
ScotApp_886,"Lägg tillbaka varorna på packhyllan eller tryck på ""Varan borttagen""."
ScotApp_1393,Stoppa och starta om programmet NCR SelfServ Checkout. Kontakta support om felet kvarstår.
ScotApp_1867,Kameran är blockerad
ScotApp_68,68unused
ScotApp_38,38unused
ScotApp_28,Avbryt inköp
ScotApp_1024,1024unused
ScotApp_760,Dra kortet vid sidan av skärmen.
ScotApp_660,Alla sedelmängder är normala
ScotApp_460,Detta avslutar inköpet.
ScotApp_360,Stäng kassan
ScotApp_260,260unused
ScotApp_1392,Fel på signallampan
ScotApp_960,\n* Maxvikten är överskriden.\n* Ta bort varorna från kontrollvågen.
ScotApp_860,Du måste ange mått:
ScotApp_1866,Fler Populära
ScotApp_1459,Kontanthanteringsrapport
ScotApp_1239,INGEN
ScotApp_1301,Redigera Pick List-lista
ScotApp_1749,Behandlar fingeravtryck
ScotApp_1017,Ta bort en del av varorna på bandet.
ScotApp_1771,Begränsning för kupongvärdet
ScotApp_739,739unused
ScotApp_639,Förväntad vikt Jämförelsevikt
ScotApp_539,539unused
ScotApp_439,439unused
ScotApp_339,339unused
ScotApp_239,Oväntad status för Device Manager
ScotApp_1092,Rapportinnehåll
ScotApp_1851,Godkänn inte  
ScotApp_1238,ANNAN BETALNING
ScotApp_939,Tiden har löpt ut
ScotApp_839,Avbryt åtgärden
ScotApp_1333,Backsteg
ScotApp_24,Stoppad
ScotApp_1016,För många varor på bandet
ScotApp_1615,Tryck på knappen Utmatarfångare för att tömma
ScotApp_1723,Övn.trans
ScotApp_1028,Kuponggränsen har överskridits
ScotApp_1435,Fel på mynt-/sedelutmatare
ScotApp_1698,"Tryck på ""Förhållandet tillrättat""."
ScotApp_1688,Kassettfel
ScotApp_454,454unused
ScotApp_1593,Ta bort mynt
ScotApp_1642,Fel på sedelrecyklern
ScotApp_1015,Varustockning
ScotApp_785,785unused
ScotApp_685,Per timme
ScotApp_585,585unused
ScotApp_536,Myntautomat
ScotApp_385,385unused
ScotApp_285,Avläsare: Ogiltig etikettändelse
ScotApp_185,Jämför kundens signatur med den på kortet.
ScotApp_1224,PRIS BEHÖVS
ScotApp_985,Lägg varan på bandet.
ScotApp_885,Nedpackningsvarning
ScotApp_575,Avsluta Cash Tender.  Växel.
ScotApp_475,Transaktionspaus
ScotApp_375,Tidsfel för skrivaren
ScotApp_1002,Ingen försäljning
ScotApp_1888,"Övervaka kundens transaktion och tryck på ""Kvittera kontroll""."
ScotApp_910,910unused
ScotApp_1592,Ta bort mynt från kassetten med stopp. Luta kassetten. Vrid skruven åt höger tills myntet kan tas bort. Vrid inte för hårt.
ScotApp_875,Huvudkassörens ID för att avbryta inköp
ScotApp_1014,Ta bort en del av varorna på bandet.
ScotApp_1572,Vill du verkligen ignorera ändringarna på mynthanteringsskärmen?
ScotApp_1790,Endast kreditering/debitering
ScotApp_1344,Security Manager laddat.
ScotApp_798,798unused
ScotApp_698,698unused
ScotApp_598,Formulär %d kunde inte sparas!
ScotApp_498,Betalt belopp:
ScotApp_398,Kassetten isatt
ScotApp_298,298unused
ScotApp_198,User Exits laddas...
ScotApp_998,Kvantitet
ScotApp_898,WTINFO avslutas…
ScotApp_1416,Flerpackskontroll
ScotApp_1431,Stoppa alla
ScotApp_1236,Behandlar rapport...
ScotApp_1770,Välj bland sökresultaten.
ScotApp_1000,Hittades inte
ScotApp_1439,"Gränsvärdet för ""Kasse/Låda"" överskridet"
ScotApp_1217,STOPPA
ScotApp_759,Dra kortet i kortläsaren.
ScotApp_659,Status liten mängd sedlar:
ScotApp_559,Inga kuponger
ScotApp_459,En differens återstår efter det här inköpet.
ScotApp_359,Systemfunktioner
ScotApp_259,Device Manager avslutas...
ScotApp_1007,Hjälp begärd
ScotApp_1438,"Gränsvärdet för ""Ny vara"" överskridet"
ScotApp_959,Viktinlärningsdatabas (WLDB)
ScotApp_859,Nej
ScotApp_1216,SÄKERHET
ScotApp_1373,HÄMTA PRESENTKORT
ScotApp_1005,Visuellt godkännande
ScotApp_1655,Försäljning avd
ScotApp_1228,PAUSAD
ScotApp_1725,Säkerhet inaktiverat
ScotApp_1006,Annat betalningssätt
ScotApp_496,Kvantitetsgräns
ScotApp_1018,Minimiåldersgräns.
ScotApp_1160,"Kontrollera att kabeln på baksidan av PIN-knappsatsen är rätt ansluten.\n\nTryck på ""Problemet ar åtgärdat"" om kabeln sitter som den ska.\n\nOm felet kvarstår stänger du av terminalen och startar om den."
ScotApp_1073,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s;LSWND3=%s;DATANEEDEDTYPE=%d;
ScotApp_1424,"Tryck på ""Anslut"" för att ansluta den handhållna avläsaren."
ScotApp_1202,STÄNGD KASSA
ScotApp_679,Hjälprapporter
ScotApp_1792,Endast kort
ScotApp_1214,KVITTO
ScotApp_1804,Avsluta läget Endast kort
ScotApp_879,879unused
ScotApp_1072,Information behövs
ScotApp_1631,Fel på sedelläsaren
ScotApp_1148,Felaktig kontrollvågskomponent
ScotApp_1244,DEBITERA BETALKONTOT
ScotApp_1004,Kontrollera vara
ScotApp_1282,Behöver pris på
ScotApp_1071,1071unused
ScotApp_1276,USERDEFINED18
ScotApp_1200,PRISFRÅGA
ScotApp_1639,Fel på myntrecyklern
ScotApp_1828,\n    - Volyminställning %d%%
ScotApp_1308,PIN-kod angiven
ScotApp_1417,"Om varan är en flerpacksvara trycker du på läget ""Hjälp"" och stoppar den. Läs sedan in flerpackskoden."
ScotApp_1343,Security Manager laddas...
