AgeCheckLaneButtonText,Age Check
ScotApp_1089,Relatório Final
ScotApp_1090,Correr Relatório
ScotApp_1091,1091unused
ScotApp_1092,Conteúdo Relatório
ScotApp_1093,Imprimir Última Factura
ScotApp_1094,Imprimir Assinaturas
ScotApp_1095,"Seleccione o tipo de relatório e toque em ""Correr Relatório""."
ScotApp_1096,A relatar
ScotApp_1097,Imprimir Registos / Relatórios
ScotApp_1098,"* Abra a porta da impressora.\n *Procure bloqueios na área indicada.\n* Se não encontrar bloqueios, recarregue o papel.\n* Deve imprimir uma factura com um Sorriso.\n* Feche e tranque a porta da impressora. "
ScotApp_1099,Erro Dispositivo Desconhecido
ScotApp_1100,%s
ScotApp_1101,%s\t%s
ScotApp_1102,Seguinte
ScotApp_1103,Anterior
ScotApp_1104,e=d=0.01 lb Max 30.00 lb min 0.2 lb Nmax 3000
ScotApp_1105,e=d=0.005kg Max 13.995kg min 0.1kg Nmax 2799
ScotApp_1106,%s\t%s\tQt %s @ %s/cada\t%s
ScotApp_1107,%s\t%s\tQt %s @ %s/%s\t%s
ScotApp_1108,%s\t%s\t%s @ %s %s/%s\t%s
ScotApp_1109,%s\t%s\t%s @ %s/%s\t%s
ScotApp_1110,  Qty %s @ %s/each\t%s
ScotApp_1111,  Qty %s @ %s/%s\t%s
ScotApp_1112,%s @ %s %s/%s\t%s
ScotApp_1113,%s @ %s/%s\t%s
ScotApp_1114,Relatório Final actualização com sucesso
ScotApp_1115,RELATÓRIO DESLIGADO
ScotApp_1116,Distribuidor de notas não irá operar se recipiente de rejeição não estiver presente e bloqueado.\n\nInsira o recipiente de rejeição e verifique se está bloqueado.
ScotApp_1117,%s cassete de distribuição de notas ausente ou deslocado.\n\nInstale ou volte a inserir cassete %s até que fique preso.
ScotApp_1118,Problema ao distribuir %s notas.\n\n%s notas não puderam ser retiradas da cassete.\n\nRetire a cassete %s e verifique o estado das notas.
ScotApp_1119,"Distribuidor de notas não irá operar com a porta de acesso aberta.\n\nFeche e prenda a porta do distribuidor ou de segurança.\n\nSe o erro persistir, chame a assistência."
ScotApp_1120,"Pode haver um bloqueio diante da cassete de notas %s.\n\nRetire a cassete %s e procure um bloqueio nesta zona.\n\nRetire as notas bloqueadas, se possível, e substitua a cassete."
ScotApp_1121,Uma nota pode estar bloqueada na zona indicada.\n\nRetire parcialmente o distribuidor de notas.\n\nRetire as notas bloqueadas.\n\nVolte a inserir novamente o distribuidor com cuidado.
ScotApp_1122,Uma nota pode estar bloqueada à saída do distribuidor de notas.\n\nRetire parcialmente o distribuidor de notas.\n\nRetire as notas bloqueadas na zona indicada.\nVolte a inserir novamente o distribuidor com cuidado.
ScotApp_1123,"* NÃO CONTINUE sem retirar notas bloqueadas.\n* Retire com cuidado o distribuidor de notas.\n* Retire as notas bloqueadas do topo do distribuidor sem perturbar os tapetes.\n* Coloque o distribuidor no compartimento.\n* Feche a porta e toque em ""Corrigi o problema""."
ScotApp_1124,1124unused
ScotApp_1125,"Recarregue todos os tubos de moedas.\n\nEntre no Modo Loja, seleccione ""Estado Dinheiro / Papel"" e toque no botão ""Distribuidor de Moedas Recarregado""."
ScotApp_1126,"Falha no distribuidor de moedas.\n\nVerifique o interruptor On/Off, se presente."
ScotApp_1127,Voltar a Ligar
ScotApp_1128,%s\n
ScotApp_1129,Acção correctiva não realizada correctamente.\n\nTente de novo.
ScotApp_1130,Erro Receptáculo Notas
ScotApp_1131,Cassete de notas ausente ou inserido incorrectamente.
ScotApp_1132,Erro comunicação
ScotApp_1133,Bloqueio no receptáculo de notas.
ScotApp_1134,Cassete de notas cheio.
ScotApp_1135,Erro Distribuidor Notas
ScotApp_1136,Recipiente de rejeição de notas ausente ou inserido incorrectamente.
ScotApp_1137,Cassete de Notas %s não está instalado.
ScotApp_1138,Falha ao distribuir %s.
ScotApp_1139,Porta do distribuidor de notas está aberta.
ScotApp_1140,Bloqueio no distribuidor de notas.
ScotApp_1141,Falha ao distribuir %s. ATENÇÃO: Nota pode estar presa no topo do distribuidor de notas.
ScotApp_1142,Erro Distribuidor Moedas
ScotApp_1143,Há poucas moedas ou o recipiente de moedas está ausente.
ScotApp_1144,Distribuidor não responde.
ScotApp_1145,Erro Receptáculo Moedas
ScotApp_1146,Receptáculo não responde.
ScotApp_1147,Erro Balança Segurança
ScotApp_1148,Balança Segurança falha de componente
ScotApp_1149,Erro Impressora Factura
ScotApp_1150,Porta da impressora está aberta.
ScotApp_1151,Tampa da impressora está aberta.
ScotApp_1152,Sem papel.
ScotApp_1153,Bloqueio papel.
ScotApp_1154,Erro Leitura
ScotApp_1155,Dispositivo desligado.
ScotApp_1156,Verifique se o distribuidor de moedas está ligado.
ScotApp_1157,Porta do distribuidor de notas pode estar aberta.\n\nDistribuidor de notas não funciona com a porta de acesso aberta.\n\nFeche e prenda a porta do distribuidor ou de segurança.
ScotApp_1158,Terminal PIN / EFT Erro Dispositivo
ScotApp_1159,Terminal PIN / EFT não responde.
ScotApp_1160,"Verifique se o cabo está ligado ao terminal PIN.\n\nSe o cabo estiver ligado, toque em ""Corrigi o problema"".\n\nSe o erro persistir, encerre e reinicie o terminal."
ScotApp_1161,Erro Pager
ScotApp_1162,Dispositivo desligado.
ScotApp_1163,"Toque em ""Corrigi o problema"".\n\nSe persistir, reinicie o terminal:\nColoque Bloqueio Supervisor em 'S' -OU- prima botão Supervisor.\nSeleccione ""Encerrar Sistema"".\nQuando o ecrã ficar negro, desligue o terminal na UPS ou na corrente.\nLigue o terminal. Se persistir, chame a assistência."
ScotApp_1164,Impressora posicionada incorrectamente.
ScotApp_1165,"Empurre a impressora para a frente, com cuidado, até que fique bloqueada.\n\nFeche e tranque a porta da impressora."
ScotApp_1166,"* Abra a porta da impressora.\n* Solte e empurre a impressora.\n* Abra a tampa da impressora para procurar bloqueios.\n* Feche a tampa da impressora e recarregue o papel.\n* Empurre a impressora para a frente, com cuidado, até que fique bloqueada."
ScotApp_1167,"* Abra a porta da impressora.\n* Solte e empurre a impressora.\n* Abra a tampa da impressora para procurar bloqueios.\n* Feche a tampa da impressora e recarregue o papel.\n* Empurre a impressora para a frente, com cuidado, até que fique bloqueada."
ScotApp_1168,Impressora não está bloqueada na posição correcta.
ScotApp_1169,"Abra a porta da impressora.\n* Empurre a impressora para a frente, com cuidado, até que fique bloqueada.\n* Feche e tranque a porta da impressora."
ScotApp_1170,"* Abra a tampa da impressora e verifique se há bloqueios de papel na zona indicada.\n* Retire Papel.\n* Feche a tampa da impressora e recarregue o papel.\n* Se o erro persistir, reinicie o terminal."
ScotApp_1171,AUMENTO INESPERADO
ScotApp_1172,SUSPENSÃO CONFIRMADA
ScotApp_1173,ARTIGO ANULADO APROVADO
ScotApp_1174,PESO INCOERENTE
ScotApp_1175,NÃO ENSACAR LIMITE EXCEDIDO
ScotApp_1176,NOVO ARTIGO INTRODUZIDO
ScotApp_1177,ENSACAR TEMPO ESGOTADO
ScotApp_1178,REMOVER ARTIGO TEMPO ESGOTADO
ScotApp_1179,FIM DE COMPRA TEMPO ESGOTADO
ScotApp_1180,SEM CORRESPONDÊNCIA DE PREÇO
ScotApp_1181,LIMITE DE CUPÃO EXCEDIDO
ScotApp_1182,LIMITE DE CUPÃO EXCEDIDO
ScotApp_1183,CONSULTA PREÇO
ScotApp_1184,MAIS DADOS
ScotApp_1185,SACO CAIXA LIMITE EXCEDIDO
ScotApp_1186,DECRÉSCIMO INESPERADO
ScotApp_1187,ERRO DE SISTEMA
ScotApp_1188,QUANTIDADE INTRODUZIDA
ScotApp_1189,ARTIGO INTRODUZIDO
ScotApp_1190,CUPÃO INTRODUZIDO
ScotApp_1191,MEDIDA NECESSÁRIA
ScotApp_1192,TAXA DE MONTAGEM
ScotApp_1193,IDENTIDADE VERIFICADA
ScotApp_1194,NÚMERO DE AUTORIZAÇÃO
ScotApp_1195,CSA SUSPENSO
ScotApp_1196,NÚMERO CARTA CONDUÇÃO
ScotApp_1197,TRANSACÇÃO CANCELADA
ScotApp_1198,NÚMERO CONTA INTRODUZIDO
ScotApp_1199,DATA VALIDADE INTRODUZIDA
ScotApp_1200,CONSULTA PREÇO
ScotApp_1201,PAGAMENTO ASSISTIDO
ScotApp_1202,CAIXA FECHADA
ScotApp_1203,DOCUMENTO ENDOSSADO
ScotApp_1204,NÚMERO DOCUMENTO
ScotApp_1205,ZONA SACOS ACUMULAÇÃO
ScotApp_1206,ARTIGO REACTIVADO
ScotApp_1207,ASSINATURA VERIFICADA
ScotApp_1208,VENDIDO EM MODO ASSISTIDO
ScotApp_1209,LIMITE CARTÃO OFERTA EXCEDIDO
ScotApp_1210,ÚLTIMA VISUALIZAÇÃO
ScotApp_1211,PREDEFINIÇÃO
ScotApp_1212,OUTRO
ScotApp_1213,DESCONHECIDO
ScotApp_1214,FACTURA
ScotApp_1215,ERRO DE SISTEMA
ScotApp_1216,SEGURANÇA
ScotApp_1217,ANULADO
ScotApp_1218,RECOLHA
ScotApp_1219,IDADE RESTRITA
ScotApp_1220,EFT
ScotApp_1221,ENTRADA COM RESULTADO NEGATIVO
ScotApp_1222,FORA DE SERVIÇO
ScotApp_1223,POUCO DINHEIRO / PAPEL
ScotApp_1224,PREÇO NECESSÁRIO
ScotApp_1225,ARTIGO DESCONHECIDO
ScotApp_1226,ARTIGO CANCELADO
ScotApp_1227,TEMPO RESTRITO
ScotApp_1228,SUSPENSO
ScotApp_1229,PEDIDO DE AJUDA
ScotApp_1230,DEP. NEGATIVO
ScotApp_1231,VISUAL VERIFICADO
ScotApp_1232,ASSINATURA APROVADA
ScotApp_1233,OUTRO PAGAMENTO
ScotApp_1234,QUANTIDADE RESTRITA
ScotApp_1235,ARTIGO EAS ACTIVO
ScotApp_1236,A Processar Relatório...
ScotApp_1237,CUPÃO
ScotApp_1238,OUTRO PAGAMENTO
ScotApp_1239,NENHUM
ScotApp_1240,DINHEIRO
ScotApp_1241,CRÉDITO
ScotApp_1242,DÉBITO
ScotApp_1243,CARTÃO CLIENTE
ScotApp_1244,DÉBITO POUPANÇA
ScotApp_1245,DÉBITO CORRENTE
ScotApp_1246,EBT
ScotApp_1247,SENHAS ALIMENTAÇÃO
ScotApp_1248,CARTÃO OFERTA
ScotApp_1249,PIP GENÉRICO
ScotApp_1250,PIP CRÉDITO
ScotApp_1251,PIP DÉBITO
ScotApp_1252,PIP DÉBITO REEMBOLSO
ScotApp_1253,PIP CARTÃO CLIENTE
ScotApp_1254,PIP DÉBITO POUPANÇA
ScotApp_1255,PIP DÉBITO CORRENTE
ScotApp_1256,PIP EBT
ScotApp_1257,PIP SENHAS ALIMENTAÇÃO
ScotApp_1258,PIP CARTÃO OFERTA
ScotApp_1259,DEFINIÇÃO UTILIZADOR1
ScotApp_1260,DEFINIÇÃO UTILIZADOR2
ScotApp_1261,DEFINIÇÃO UTILIZADOR3
ScotApp_1262,DEFINIÇÃO UTILIZADOR4
ScotApp_1263,DEFINIÇÃO UTILIZADOR5
ScotApp_1264,DEFINIÇÃO UTILIZADOR6
ScotApp_1265,DEFINIÇÃO UTILIZADOR7
ScotApp_1266,DEFINIÇÃO UTILIZADOR8
ScotApp_1267,DEFINIÇÃO UTILIZADOR9
ScotApp_1268,DEFINIÇÃO UTILIZADOR10
ScotApp_1269,DEFINIÇÃO UTILIZADOR11
ScotApp_1270,DEFINIÇÃO UTILIZADOR12
ScotApp_1271,DEFINIÇÃO UTILIZADOR13
ScotApp_1272,DEFINIÇÃO UTILIZADOR14
ScotApp_1273,DEFINIÇÃO UTILIZADOR15
ScotApp_1274,DEFINIÇÃO UTILIZADOR16
ScotApp_1275,DEFINIÇÃO UTILIZADOR17
ScotApp_1276,DEFINIÇÃO UTILIZADOR18
ScotApp_1277,DEFINIÇÃO UTILIZADOR19
ScotApp_1278,DEFINIÇÃO UTILIZADOR20
ScotApp_1279,CHEQUE
ScotApp_1280,DINHEIRO
ScotApp_1281,PAGAMENTO ASSISTIDO
ScotApp_1282,Preço Necessário para
ScotApp_1283,1283unused
ScotApp_1284,1284unused
ScotApp_1285,Popular
ScotApp_1286,Português
ScotApp_1288,A
ScotApp_1289,B - C
ScotApp_1290,D - J
ScotApp_1291,K - M
ScotApp_1292,N - O
ScotApp_1293,P
ScotApp_1294,Q - S
ScotApp_1295,T - Z
ScotApp_1296,Encher todos os recipientes de moedas até ao nível de serviço ideal.
ScotApp_1297,RETIRAR TROCO TEMPO ESGOTADO
ScotApp_1298,Funções Assistidas de Operador
ScotApp_1299,Iniciar Transacção e Entrar em Modo Assistido
ScotApp_1300,Iniciar Transacção
ScotApp_1301,Editar Lista Popular
ScotApp_1302,Fechar
ScotApp_1303,Cartão de cliente aceite: #%s
ScotApp_1304,Cartão de cliente aceite:
ScotApp_1305,%s inserido
ScotApp_1306,%s Troco fornecido
ScotApp_1307,A imprimir factura
ScotApp_1308,PIN Inserido
ScotApp_1309,* Insira a cassete até que fique bloqueada.\n* Verifique se o motor do receptáculo de notas se liga momentaneamente.
ScotApp_1310,* Retire o receptáculo de notas.\n* Reinsira o receptáculo de notas até que fique bloqueado.\n* Verifique se o motor do receptáculo se liga e se a luz LED fica verde.
ScotApp_1311,* Retire o receptáculo de notas.\n* Abra o módulo do receptáculo.\n* Procure bloqueios e substitua o módulo.\n* Verifique se o motor do receptáculo se liga e se a luz LED fica verde.
ScotApp_1312,* Retire o receptáculo de notas.\n* Abra e retire as notas.\n* Feche e volte a colocá-la no receptáculo.\n* Verifique se o motor do receptáculo se liga e se a luz LED fica verde.
ScotApp_1313,* Verifique se há bloqueios de papel na impressora.\n* Recarregue o papel.\n* Encerre devidamente e reinicie o terminal.
ScotApp_1314,* Abra a tampa da impressora e tire quaisquer restos de papel.\n* Feche a tampa.\n* Insira o novo rolo de papel.\n* Alimente o papel a partir do topo do rolo.
ScotApp_1315,* Abra a tampa da impressora e elimine qualquer bloqueio de papel.\n* Feche a tampa da impressora e recarregue o papel.
ScotApp_1316,* Abra a tampa da impressora e verifique se há bloqueios de papel na zona indicada.\n* Feche a tampa da impressora e recarregue o papel.
ScotApp_1317,Pagamento Com Vale
ScotApp_1318,Passar Vales
ScotApp_1319,VALE
ScotApp_1320,Iniciar Pagamento com Vale.
ScotApp_1321,Terminar Pagamento com Vale. Saldo devido.
ScotApp_1322,Erro no Sensor de Vales\nFalha de Comunicação.
ScotApp_1323,Peso restante
ScotApp_1324,Peso restante na\nbalança após a transacção.
ScotApp_1325,Coloque o Artigo na Balança.
ScotApp_1326,INSERIR CUPÃO TEMPO ESGOTADO
ScotApp_1327,"Toque no relatório desejado e depois em ""Correr Relatório"""
ScotApp_1328,Peso Duplo
ScotApp_1330,Artigo não ensacado.
ScotApp_1331,Shift
ScotApp_1332,Espaço
ScotApp_1333,Retroceder
ScotApp_1334,  Artigo não está no tapete
ScotApp_1335,Caixa Fechada
ScotApp_1336,Útil
ScotApp_1337,Sair de SelfServ Checkout
ScotApp_1338,Pedir Ficheiros de Diagnóstico
ScotApp_1339,Reiniciar Sistema
ScotApp_1340,Encerrar Sistema
ScotApp_1341,Controlo de Volume
ScotApp_1342,Seleccionar Utilidade
ScotApp_1343,A carregar Gestor de Segurança...
ScotApp_1344,Gestor de Segurança carregado.
ScotApp_1345,A terminar Gestor de Segurança...
ScotApp_1346,A caixa está desligada e o sistema está a tentar restabelecer a ligação.
ScotApp_1347,A tentar restabelecer a ligação
ScotApp_1348,Caixa Fechada
ScotApp_1349,%s\n %s\n%s %s esperado\n%s %s observado
ScotApp_1350,%s\n%s %s adicionado
ScotApp_1351,%s\n%s %s removido 
ScotApp_1352,Depositar Cartão Oferta
ScotApp_1353,Deposite o cartão oferta usado na ranhura de cupões.
ScotApp_1354,Recolha Cartão Oferta
ScotApp_1355,O Seu Saldo
ScotApp_1356,Recolha
ScotApp_1357,Recolha Cartão Oferta
ScotApp_1359,Impressora Talão
ScotApp_1360,Gaveta Dinheiro
ScotApp_1361,Troco Dinheiro
ScotApp_1362,Bloquear Teclado
ScotApp_1363,Mostrar Linha
ScotApp_1364,Micr
ScotApp_1365,MSR
ScotApp_1366,Balança
ScotApp_1367,Leitor
ScotApp_1368,SigCap
ScotApp_1369,Misc
ScotApp_1370,Encriptar
ScotApp_1371,Receptáculo Dinheiro
ScotApp_1372,Receptáculo de Moedas
ScotApp_1373,RECOLHER CARTÃO OFERTA
ScotApp_1375,Modificação Pós-Artigo:\n%s
ScotApp_1376,", %s"
ScotApp_1377,quantidade
ScotApp_1378,peso
ScotApp_1379,preço unidade
ScotApp_1380,preço
ScotApp_1381,A processar...
ScotApp_1382,(Std)
ScotApp_1383,(Exc)
ScotApp_1384,Idioma
ScotApp_1385,Seleccionar Idioma
ScotApp_1386,Erro Fatal
ScotApp_1387,"Erro Fatal de Software.\nReiniciar Terminal.\n\nPara Reiniciar o Terminal:\n* Coloque o Bloqueio de Supervisor em 'S' -OU- prima o botão de Supervisor.\n* Seleccione Reiniciar Sistema.\n* Ligue para a Assistência e informe-os do problema."
ScotApp_1388,Programa de Formação
ScotApp_1389,Captura Assinatura Erro Dispositivo
ScotApp_1390,Dispositivo não responde
ScotApp_1391,"Toque em ""Corrigi o problema"".\nSe o erro persistir, encerre e reinicie o terminal."
ScotApp_1392,Erro Tri-Light
ScotApp_1393,"Pare e reinicie o programa NCR SelfServ Checkout. Se o erro persistir, contacte o serviço de assistência."
ScotApp_1394,Erro de Interface Digital
ScotApp_1395,Entrar em Modo Assistente
ScotApp_1396,Sair de Modo Assistente
ScotApp_1397,Assistente
ScotApp_1398, Assis/Form
ScotApp_1399, Assistente
ScotApp_1401,"Assistência em curso.\n\nPor favor, aguarde..."
ScotApp_1402,RECIPIENTE REJEIÇÃO NOTAS TAMPA RETIRADA.
ScotApp_1403,"Pare e reinicie o programa NCR SelfServ Checkout. Se o erro continuar, contacte o serviço de assistência."
ScotApp_1404,Servidor PDV está desligado ou dessincronizado. Encerre o terminal no interruptor.
ScotApp_1405,PDV dessincronizado. Entre no Modo Assistido para ressincronizar.
ScotApp_1406,Sinc TB/PDV
ScotApp_1407,REINICIAR
ScotApp_1408,ASSISTIR
ScotApp_1409,Menu Assist
ScotApp_1410,Alterar Preço
ScotApp_1411,Alterar Quantidade
ScotApp_1412,Funções Assistência
ScotApp_1413,Termine a transacção no(s) próximo(s) # minuto(s). Pode ocorrer uma falha de energia em breve.
ScotApp_1414,A caixa encontra-se indisponível até que seja restaurada a energia.
ScotApp_1415,1415unused
ScotApp_1416,Procurar multipack.
ScotApp_1417,"Se o artigo for multipack, toque em ""Modo Assistido"" e anule-o. Depois, passe o código de barras do multipack."
ScotApp_1418,Peso máximo excedido.
ScotApp_1419,Multipack
ScotApp_1420,Cancelar artigo\n%s?
ScotApp_1421,Modo Assistido
ScotApp_1422,Leitor Portátil
ScotApp_1423,O Leitor Portátil está a tentar estabelecer ligação.
ScotApp_1424,"Para ligar o leitor portátil, toque em ""Ligar""."
ScotApp_1425,Ligar
ScotApp_1426,%s\nIs %d correcto?
ScotApp_1427,Alterar quantidade do artigo: \n%s
ScotApp_1428,Alterar preço do artigo: \n%s
ScotApp_1429,<<<Poucas moedas. Recarregar.>>>
ScotApp_1430,Anular Artigo
ScotApp_1431,Anular Tudo
ScotApp_1432,<<<Poucas notas. Recarregar.>>>
ScotApp_1433,na balança de sacos.
ScotApp_1434,Restricção de Idade
ScotApp_1435,Erro de Distribuidor de Moedas/Notas
ScotApp_1436,Não usar sacos limite excedido
ScotApp_1437,Artigo Removido limite excedido
ScotApp_1438,Novo Artigo limite excedido
ScotApp_1439,Saco/Caixa limite excedido
ScotApp_1440,Gestão de Notas
ScotApp_1441,Gestão de Moedas
ScotApp_1442,"Insira dinheiro para recarregar ou toque em ""Retirar Dinheiro"" para esvaziar."
ScotApp_1443,"Insira Moedas para recarregar ou toque em ""Retirar Dinheiro"" para esvaziar."
ScotApp_1444,Retirar
ScotApp_1445,Alteração na Contagem
ScotApp_1446,Esvaziar
ScotApp_1447,Retirar Dinheiro
ScotApp_1448,Estado Moedas
ScotApp_1449,Estado Notas
ScotApp_1450,Caixa Dinheiro
ScotApp_1451,ID Operador
ScotApp_1452,"Insira ID e toque em ""Enter"""
ScotApp_1453,Senha Operador
ScotApp_1454,"Insira a senha e toque em ""Enter""."
ScotApp_1455,Número Inválido
ScotApp_1456,"Número de Operador e senha inválidos. \nPor favor, tente novamente."
ScotApp_1457,Dinheiro elevado
ScotApp_1458,Relatório NCR SelfServ Checkout
ScotApp_1459,Relatório de Gestão de Dinheiro
ScotApp_1460,Notas
ScotApp_1461,Moedas
ScotApp_1462,Reci
ScotApp_1463,Alteração no Valor
ScotApp_1464,Número Terminal
ScotApp_1465,Reciclagem Dinheiro Erro Dispositivo
ScotApp_1466,Reciclagem Dinheiro Estado Cheio
ScotApp_1467,"Use o ecrã ""Estado Dinheiro/Papel"" para esvaziar o dinheiro."
ScotApp_1468,Reciclagem Dinheiro Estado Vazio
ScotApp_1469,"Falha ao entregar %s ao cliente. %s\n* Verifique o distribuidor de moedas e notas.\n* Toque em ""Estado Dinheiro/Papel"" para recarregar ou eliminar o bloqueio."
ScotApp_1470,Reciclagem de Notas Erro Dispositivo
ScotApp_1471,Reciclagem Moedas Erro Dispositivo
ScotApp_1472,Reciclagem Dinheiro Dispositivo Não Está Pronto
ScotApp_1473,"Dispositivo não está pronto. \n\nLigue o dispositivo, verifique o cabo de Comunicações ou volte a inserir a unidade no compartimento."
ScotApp_1474,Erro de Hardware. Código Erro E%d
ScotApp_1475,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1476,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1477,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1478,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1479,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1480,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1481,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1482,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1483,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1484,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1485,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1486,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1487,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1488,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1489,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1490,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1491,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1492,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1493,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1494,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1495,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1496,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1497,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1498,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1499,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1500,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1501,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1502,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1503,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1504,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1505,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1506,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1507,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1508,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1509,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1510,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1511,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1512,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1513,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1514,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1515,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1516,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1517,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1518,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1519,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1520,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1521,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1522,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1523,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1524,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1525,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1526,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1527,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1528,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1529,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1530,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1531,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1532,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1533,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1534,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1535,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1536,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1537,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1538,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1539,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1540,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1541,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1542,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1543,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1544,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1545,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1546,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1547,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1548,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1549,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1550,Consulte o Manual do Dispositivo para corrigir o erro.
ScotApp_1551,dinheiro elevado (%s)
ScotApp_1552,Recipiente cheio
ScotApp_1553,Estado Dinheiro Elevado:
ScotApp_1554,Recetáculo
ScotApp_1555,Distribuidor
ScotApp_1556,Recolha Receptáculo
ScotApp_1557,Recolha Distribuidor
ScotApp_1558,Guardar e Sair
ScotApp_1559,Sair
ScotApp_1560,Receptáculo Total: %s
ScotApp_1561,Denominação
ScotApp_1562,Contagem
ScotApp_1563,Carga
ScotApp_1564,Inserir Contagem de %s
ScotApp_1565,Inserir Valor de %s
ScotApp_1566,Substituição Completa
ScotApp_1567,Distribuidor Total: %s
ScotApp_1568,Total Geral: %s
ScotApp_1569,Valor
ScotApp_1570,Ignorar Alterações
ScotApp_1571,Confirmar Ignorar Alterações
ScotApp_1572,Deseja ignorar as alterações no ecrã de Gestão de Moedas?
ScotApp_1573,Toque nos botões de carregamento para repor ou em Recolha Receptáculo e Recolha Distribuidor para esvaziar.
ScotApp_1574,O valor inserido para %s não é válido. \nVolte a inserir.
ScotApp_1575,Distribuidor Moedas Estado:
ScotApp_1576,Distribuidor Dinheiro Estado:
ScotApp_1577,Cont. Total:
ScotApp_1578,Valor Total:
