ConfirmQuantityTitle,Confirmeu quantitat
ScotApp_1680,"Error irrecuperable.Tanqueu el carril.Poseu-vos en contacte amb Gunnebo i proporcioneu-los la informació relativa a l'error que es mostra a continuació.\n\nError al SafePay: %s"
ScotApp_1690,Contacteu amb el servei tècnic.
LaunchPadNet_EnterIDFpLeadthru,"Introduïu el vostre ID d'usuari i toqueu «Entrar» o situeu el dit sobre el lector d'empremtes dactilars per entrar."
ScotApp_970,970unused
HH_SkipBaggingBtnThresholdLeadthru,Comproveu els articles del carril i toqueu «Eliminar protecció».
ScotApp_957,"DB Manager Client no s'ha pogut comunicar"
UnknownItemLeadthru,"Recolliu l'article del carril i toqueu «Eliminar protecció» o toqueu «Mode d'assistència» per completar la transacció."
NotConnectedText,No està connectat.
ScotApp_810,En formació
DueCart,Degut
ScotApp_794,"Encallament al caixetí del dispensador de bitllets\nElimineu l'encallament del dispensador de bitllets."
ScotApp_792,792unused
ScotApp_1849,
ScotApp_1464,Número del terminal
ScotApp_1474,"Error de maquinari. Codi d'error E%d"
ScotApp_1444,Retireu
ScotApp_1454,"Introduïu la contrasenya i toqueu ""Entrar""."
ScotApp_1424,Per connectar el vostre escàner de mà toqueu «Connectar»
ScotApp_1434,"Restricció d'edat"
ScotApp_1404,"El servidor del TPV no funciona o està desincronitzat, apagueu el terminal amb el commutador."
ScotApp_1414,Aquest carril no estarà disponible fins que es restableixi el subministrament elèctric.
ScotApp_301,Introduïu el valor del cupó
ScotApp_743,743unused
ScotApp_1484,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1494,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_364,364unused
ScotApp_1028,"S'ha superat el límit de cupons"
ScotApp_223,La cubeta de captura del lector de targetes està plena
SuspendReasonText3,Suspensió: Altres
ScotApp_911,Eliminar la protecció
ScotApp_496,Límit de quantitat
ScotApp_1663,la cubeta està buida o encallada
ScotApp_1673,Encallament de monedes
ScotApp_1643,Error al reciclador de bitllets
ScotApp_1653,"L'import supera la capacitat.L'import màxim necessari és %s.S'ha introduït automàticament un import de %s."
ScotApp_1623,Transferiu els bitllets al caixetí per recollir-los
ScotApp_1633,Error al reciclador de bitllets
ScotApp_1603,La cubeta del dispensador de targetes presenta un nivell normal
ScotApp_1613,"Cubeta d'expulsió"
CompareSignatureTitle,Compareu signatures
XM_CoinRecycler,Reciclador de monedes
ScotApp_1683,"Error irrecuperable.Tanqueu el carril.Poseu-vos en contacte amb Gunnebo i proporcioneu-los la informació relativa a l'error que es mostra a continuació.\n\nError al SafePay: %s"
ScotApp_1693,Substitució de moneda
ScotApp_739,739unused
ScotApp_950,DESCRIPTION=%s;LANEBUTTONTEXT=%s;LSWND1=%s;LSWND2=%s %s afegit;LSWND3=%s;
ScotApp_749,749unused
ScotApp_840,"Entrada d'article:"
ScotApp_193,193unused
VerifyBags,El personal comprovarà les vostres bosses.
ConfirmEBTAmountTitle,"Confirmeu l'import"
ScotApp_685,Cada hora
XM_EmptyNoteAcceptor,Restablir el receptor de bitllets
ScotApp_720,720unused
ScotApp_721,721unused
ScotApp_722,722unused
ScotApp_723,723unused
ScotApp_724,724unused
ScotApp_725,725unused
ScotApp_726,726unused
ScotApp_727,727unused
RecalledItemTitle,Article retirat
ScotApp_1463,Canvi en el valor
ScotApp_1473,"El dispositiu no està preparat.\n\nTorneu a engegar, comproveu el cable de comunicacions o torneu a col·locar la unitat a l'armari."
ScotApp_1443,Inseriu monedes per reomplir o toqueu «Retirar efectiu» per descarregar.
ScotApp_1453,Contrasenya del personal de caixa
ScotApp_1423,"L'escàner portàtil està intentant connectar-se."
ScotApp_1433,a la balança de bosses.
ScotApp_1403,"Atureu i reinicieu el programa NCR SelfServ Checkout.Si l'error encara continua, poseu-vos en contacte amb el servei tècnic."
ScotApp_1413,"Finalitzeu la transacció en el/s proper/s # minut/s.El subministrament elèctric podria interrompre's en breu."
XM_GoBack,Enrere
XM_CoinManagement,Gestió de monedes
XM_CardManagement,Targeta de gestió
SelectContainerLeadthru,"Seleccioneu l'envàs de la llista i toqueu «Entrar»."
ScotApp_1483,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1493,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_832,832unused
Finish,Gràcies per comprar al nostre establiment.
XM_BillDispenser,Dispensador de bitllets
EnterIDMessage,"Introduïu el vostre ID d'usuari i toqueu «Entrar»."
HH_HostOfflineLeadthru,El carril està fora de línia. El sistema està intentant tornar-se a connectar.
CommandPromptPrimaryTxt,"Indicador d'ordres"
XM_PurgeInstructionNonRecycler,"Purgueu les operacions:  S'han detectat bitllets rebutjats..  Retireu els bitllets rebutjats de la cubeta de bitllets defectuosos.  Elimineu l'alarma tocant «Restablir els recomptes de bitllets»."
ScotApp_365,Encallament al capçal de la impressora
ScotApp_1882,Alerta assistent intel·ligent - article no escanejat.
SelectContainerTitle,"Seleccioneu l'envàs"
ScotApp_603,Editeu/Afegiu una entrada de pes
HH_SelectContainerLeadthru,"Seleccioneu l'envàs de la llista i toqueu «Entrar»."
ScotApp_222,"Seqüència de petició de la impressora: Comproveu si hi ha errors a la impressora o al visor d'esdeveniments i, després, toqueu «He solucionat el problema»."
XM_DispenseThreshold,"El número introduït supera el recompte disponible a dispensar.\nS'ha introduït el recompte màxim: %d"
PageIndicatorLabelFormat,Pàgina {0} de {1}
HH_OffLineLeadthru,El carril està fora de línia. El sistema està intentant tornar-se a connectar.
ScotApp_523,Targeta rebutjada
ScotApp_359,Funcions del sistema
ScotApp_521,Import reintegrat:
ScotApp_526,\nPIN incorrecte introduït.\nPasseu una altra targeta   -o-\nPagueu en efectiu
ScotApp_468,Retirat
Assistance,Assistència
Paid,Pagat:{0}
XM_ConfirmManualNoteFill,* Establiu els recomptes de bitllets\nNou import: %s\nNou recompte: %d
ScotApp_528,528unused
YesEmpty,"Sí, buidar el carro i acabar la transacció."
ScotApp_710,710unused
ScotApp_711,711unused
ScotApp_712,712unused
ScotApp_713,713unused
ScotApp_714,714unused
ScotApp_715,715unused
ScotApp_716,716unused
ScotApp_717,717unused
EnterIDLeadthru,"Introduïu l'ID utilitzant el teclat que hi ha a sota."
ScotApp_719,719unused
ScotApp_787,"Data de naixement introduïda: %s, %d anys"
ScotApp_23,+ %s (%s)
HelpLaneButtonText,Ajuda
ScotApp_621,Defecte
BirthDateOver30ButtonText,"Data d'aniversari superior a 30"
ScotApp_623,Introduïu la tolerància utilitzant el teclat i toqueu «Entrar».
ScotApp_622,Editeu tolerància per codi de barres
ScotApp_625,Introduïu una tolerància de pes entre <%s> i <%s>.
ScotApp_624,La tolerància introduïda no és vàlida
ScotApp_627,Transacció núm.:
RunADDConfirm,Esteu segur que voleu iniciar la Detecció automàtica de dispositius quan torneu a iniciar?
ScotApp_629,Càrrec total:
ConfirmAbortLeadthru,Voleu deixar de revisar i cancel·lar tota la compra?
ScotApp_754,Resum dels 7 dies anteriors
ScotApp_417,Hard Totals carregat.
ScotApp_1669,Error al reciclador de monedes/bitllets
ScotApp_1679,Error a la biblioteca de bitllets
ScotApp_1649,(ddmmaaaa)
ScotApp_1659,Imprimiu el rebut
ScotApp_1629,Problema amb la configuració de la CPU o els paràmetres de Sysdata.Poseu-vos en contacte amb el servei tècnic.\n\nError al SafePay: %s
ScotApp_1639,Error al reciclador de monedes
ScotApp_1609,"La cubeta d'expulsió està gairebé plena"
ScotApp_1619,Suspensió
AM_RestrictedNotAllowedLeadthru,"L'article restringit ha estat cancel·lat - no es compleix el límit d'edat.\n\nRetireu l'article."
ScotApp_324,No es requereix data
ScotApp_325,La data introduïda no és vàlida
ScotApp_1689,Error al reciclador de bitllets
ScotApp_1699,"S'utilitza la substitució perquè %sReompliu o elimineu l'encallament, després, toqueu «Condició corregida»."
ScotApp_320,Enrere
ScotApp_321,Verificació de la transacció
ScotApp_322,322unused
ScotApp_323,Qty %d @ %d/%s
ScotApp_344,344unused
ScotApp_1339,Reiniciar tot el sistema
InterfaceVersion,Versió del programari:
ScotApp_512,Validacions visuals
ScotApp_513,513unused
ScotApp_510,Torneu a signar
ScotApp_303,Cancel·lar els articles
ScotApp_516,Un altre pagament
MinimumAgeText,Edat mínima.
ScotApp_514,514unused
ScotApp_515,515unused
ContinueTransLeadthru,Voleu continuar amb la compra?
ScotApp_1892,Anàlisi de seguretat
ScotApp_519,El cupó és massa elevat.
SuspendTransactionLeadthru,"Toqueu «Suspendre transacció» o «Mode d'assistència» i accepteu el pagament."
XM_ManualRemoveCashAlertGlory,Remove cash from the cassette to undo loan.\n\nBills\nCount to remove: %d\nAmount to remove: %s
ScotApp_423,Inseriu la targeta. Comproveu que no hi hagi més articles al cistell.
ScotApp_422,422unused
ScotApp_421,Escanegeu els articles o toqueu «Iniciar» per començar.
Items,{0} articles
ScotApp_427,Mitjà baix
ScotApp_426,Carril núm.:
ScotApp_425,425unused
ScotApp_424,Introduïu quantitat
ItemQuantityExceededTitle,Item Quantity Exceeded
ScotApp_337,"Escanegeu l'article o introduïu el codi i toqueu «OK»."
ScotApp_429,Vermell
MultiPackItemTitle,"Comproveu si es tracta d'un multipaquet"
LaunchPadNet_EnterPasswordLeadthru,Introduïu la contrasenya utilitzant el teclat que hi ha a sota:
ScotApp_611,Seleccioneu la funció desitjada.
ScotApp_610,"Pes de l'article:"
ScotApp_613,"Col·loqueu l'article a la balança de bosses."
ScotApp_612,Afegiu pes
ScotApp_615,"Seleccioneu una configuració per a l'execució d'embossament. (S'espera que el client embossi l'article.)"
ScotApp_614,"Execució d'embossament"
IncorrectItemWeightLeadthru,"Retireu l'article i toqueu «Eliminar protecció» o toqueu «Autoritzar & actualitzar pes»."
ScotApp_616,Comparació de pes
ScotApp_619,Seleccioneu <Introduir tolerància> o <Defecte> per editar la tolerància actual.
ScotApp_1465,"Error al dispositiu reciclador d'efectiu"
ScotApp_1475,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1445,Canvis en el recompte
ScotApp_1455,Número no vàlid
ScotApp_1425,Connectar
ScotApp_1435,Error al dispensador de monedes/bitllets
ScotApp_1405,"El TPV està desincronitzat, aneu al Mode d'assistència per resincronitzar-lo."
ScotApp_1415,1415unused
ScotApp_126,(ddmmaa).
ScotApp_127,127unused
ScotApp_124,124unused
ScotApp_122,122unused
ScotApp_1485,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_120,Transacció cancel·lada.
ScotApp_121,"els articles d'aquest punt de venda."
ScotApp_576,Inicieu el pagament amb targeta.
EnterCouponValueTitle,Introduïu el valor del cupó
ScotApp_128,128unused
ScotApp_129,"Comproveu que s'hagin retirat els articles anul·lats."
ScotApp_316,316unused
ItemNotForSaleTitle,"L'article no està en venda"
ScotApp_310,nivell baix a la cubeta
ScotApp_311,la cubeta està buida
ScotApp_312,"la cubeta s'ha encallat"
ScotApp_313,313unused
XM_PurgeInstructionRecycler,"Purgueu les operacions:  S'han detectat bitllets rebutjats.  Retireu els bitllets rebutjats de la caixa de recaptació.  Elimineu l'alarma tocant «Transferir tots els bitllets» i, després, «Restablir la caixa de recaptació»."
ScotApp_601,601unused
ScotApp_318,318unused
ScotApp_319,Pagar amb targeta
ScotApp_952,Afegiu pes zero
ScotApp_646,S
XM_Bins,Cubetes
AgeRestrictedText,"Article amb restricció d'edat; %2d anys"
NoSaleLaneButtonText,No està en venda
ScotApp_224,"La cubeta de captura del lector de targetes s'ha retirat"
ChangeQuantityTitle,Canviar la quantitat
ScotApp_226,El dispositiu del lector de targetes no es pot utilitzar
ScotApp_221,"Tanqueu i bloquegeu la porta de l'armari de la impressora."
ScotApp_1193,IDENTITAT VERIFICADA
CloseAllConfirm,"Esteu segur que voleu tancar totes les aplicacions i anar a l'escriptori?"
ReceiptText,Rebut:
InitialText,.
RebootConfirm,Esteu segur que voleu reiniciar tot el sistema?
DeviceFailureLeadthru,Aneu al carril i comproveu el dispositiu.
ScotApp_229,229unused
ScotApp_228,"Tancament amb encallament a l'obturador del lector de targetes"
ScaleBrokenTitle,Reinicieu la balança
ScotApp_411,Recolliu la targeta de fidelitat
ScotApp_1309,"* Inseriu el caixetí fins que encaixi.\n* Comproveu que el motor del receptor de bitllets s'encengui breument."
ScotApp_416,Carregant Hard Totals...
ScotApp_1486,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_419,419unused
ScotApp_418,Finalitzant Hard Totals...
ScotApp_730,730unused
ScotApp_731,Resum
ScotApp_732,732unused
ScotApp_638,Informació efectiva de tolerància de la base de dades de reconeixement de pesos
ScotApp_735,735unused
ScotApp_736,736unused
ScotApp_737,737unused
ScotApp_738,738unused
ScotApp_1460,Bitllets
ScotApp_1470,Error al dispositiu reciclador de bitllets
ScotApp_1440,Gestió de bitllets
ScotApp_1450,Bloquegeu la caixa
ScotApp_1420,"Voleu cancel·lar l'article\n%s?"
ScotApp_1430,"Anul·leu l'article"
ScotApp_1410,Canviar el preu
ScotApp_116,Cancel·leu tots els articles
ScotApp_117,Retireu tots els articles
ScotApp_114,"No es pot cancel·lar l'article"
ScotApp_115,Confirmeu la cancel·lació
ScotApp_112,Confirmeu la quantitat
ScotApp_113,Cancel·lar els articles
ScotApp_110,"Peseu l'article"
ScotApp_111,Reinicieu la balança
ScotApp_1139,La porta del dispensador de bitllets està oberta.
ScotApp_118,Es requereix autorització
ScotApp_119,Cancel·leu tots els articles
LaneStatusLeadthru,Seleccioneu una funció
UnknownPriceTitle,Preu desconegut
XM_NegativeAlert,"S'ha trobat un número negatiu. Possibles causes: s'ha produït un error de teclejat, o els bitllets s'han col·locat al caixetí del carregador, però el recompte d'aquests bitllets no s'ha introduït a la Gestió d'efectiu.\n\nSeguiu els passos següents per resoldre:\n1. Seleccioneu «Afegir efectiu».\n2. Toqueu la denominació amb el número negatiu.\n3. Introduïu l'import en euros exacte del número negatiu i/o l'import col·locat al carregador.\n4. Seleccioneu «Aplicar els canvis».\n5. Seleccioneu «Sí» per confirmar i, després, «Sortir»."
TouchWareTxt,Calibrar la pantalla tàctil
XM_CashReplenishLeadthru1,Inseriu monedes o seleccioneu una funció.
XM_ManualCoinDispenserFill,Establir els recomptes de monedes
ScotApp_908,Seguretat.
XM_DispenseText,Dispensar
ScotApp_215,Estalvis dèbit
EnterPassword,Introduïu la contrasenya.
AttendantMode,"Mode d'assistent"
ScotApp_216,"* Obriu la porta de l'armari de la impressora.\n* Obriu la tapa de la impressora i comproveu si hi ha encallaments.\n* Tanqueu la tapa de la impressora i torneu a carregar el paper.\n* S'imprimirà un rebut amb una emoticona.\n* Tanqueu i bloquegeu la porta de l'armari de la impressora."
ScotApp_210,210unused
ScotApp_213,213unused
ScotApp_212,212unused
VerifySignatureButtonText,Verifiqueu \nsignatura
CheckAgeLeadthru,Introduïu la data de naixement %s i toqueu «Entrar».
ScotApp_755,Processant...
Approved,Aprovat
ScotApp_218,La impressora està gairebé buida.
ScotApp_532,Article restringit
HH_SafetyCoverOpenLeadthru,Retireu tots els article de la cinta. Tanqueu la tapa de seguretat.
ScotApp_536,Receptor de monedes
ScotApp_537,537unused
ScotApp_534,Articles amb restricció de temps
ScotApp_535,Temps retirat
ScotApp_1866,Més popular
ScotApp_538,538unused
ScotApp_539,539unused
ScotApp_760,Passeu la targeta pel lateral de la pantalla.
ScotApp_761,761unused
ScotApp_762,762unused
Or,o
ScotApp_764,764unused
ScotApp_765,765unused
ScotApp_767,Nivell mitjà normal
ScotApp_768,Suspendre confirmació
ScotApp_769,Confirmar o cancel·lar suspensió.
ScotApp_1319,VAL
ScotApp_1496,"Consulteu el manual del dispositiu per solucionar l'error."
OtherPaymentSelectedText,"S'ha seleccionat un altre pagament"
ScotApp_630,Targeta de crèdit núm.:
ScotApp_633,Signatura:
ScotApp_632,632unused
ScotApp_635,Introduïu la data de naixement
ScotApp_634,634unused
LaneClosedMessage,Carril tancat
ScotApp_1716,WE:
ScotApp_639,Pes esperat   Comparació pes
ScotApp_1070,1070unused
ConfirmSuspendButtonText,Confirmar suspensió
ScotApp_1878,Pes incorrecte a la balança de bosses.
ScotApp_1848,Article suprimit.Escanegeu el següent article o toqueu «Introduir codi».
ScotApp_1858,"S'ha produït un error de discrepància al reciclador."
ScotApp_1828,\n - Nivell de volum %d%%
ScotApp_1838,"Verifiqueu l'article"
ConnectingLeadthru,"S'està connectant a NCR SelfServ Checkout... Espereu"
ScotApp_1818,"* Desbloquegeu i extraieu la safata de la tremuja per eliminar l'encallament (I).\n* Retorneu les monedes encallades a la cubeta de la tremuja corresponent.Després torneu a inserir la safata de la tremuja.\n* Retireu el reciclador de monedes.Després desbloquegeu i retireu la tapa.\n* Desconnecteu el cable indicat (II).\n* Afluixeu la llengüeta vermella situada a la part dreta del receptor, estireu-la i doneu-li la volta per eliminar els encallaments de les zones indicades (III).\n* Reinseriu el receptor i torneu a connectar el cable.\n* Torneu a col·locar la tapa i bloquegeu-la.Si l'error es repeteix, poseu-vos en contacte amb el servei tècnic."
OwnBagMessage,Col·loqueu les bosses a la balança.
ScotApp_1888,Superviseu la transacció del client per seguretat i toqueu «Eliminar protecció».
ScotApp_891,Balança intel·ligent carregada.
KeySwitchOperatorID,Dispositiu de bloqueig
SwitchToRAPBtnPrimaryTxt,Canviar a PAR
ScotApp_1808,"Seleccioneu l'article en el rebut."
ScotApp_334,Error de no targeta al lector de targetes
ScotApp_335,Possible manipulació del lector de targetes per part del client
ScotApp_336,"Consulteu l'article"
ScotApp_267,Seguretat.
ScotApp_330,"Mode d'assistència"
ScotApp_331,Retireu els articles de la balança de les bosses. Teclat desactivat.
ScotApp_332,"Abandonant el Mode d'assistència."
ScotApp_333,"Error d'encallament de l'obturador del lector de targetes"
XM_GloryDispenseFullPreemptive,"Agafeu els bitllets i les monedes\nEls bitllets es dispensen en feixos de 10. La dispensació es posarà en pausa fins que no s'hagin agafat tots els bitllets. Si la cubeta de devolució de monedes està plena, buideu-la ràpidament. La dispensació es posarà en pausa fins que el recipient estigui buit."
ScotApp_96,96unused
SignOffButtonText,Desactivar
ScotApp_718,718unused
ScotApp_338,"Teclegeu les tres primeres lletres de la descripció de l'article."
BasicAssistModeLeadthru,"Escanegeu l'article o seleccioneu una funció."
ScotApp_562,"Els cupons s'han de gestionar en Mode d'assistència"
ScotApp_561,Retireu el cupó
InvalidBarcodeLeadThru,"Recolliu l'article del carril i toqueu «Autoritzar» per continuar amb la transacció."
ScotApp_567,Entrar
ScotApp_564,564unused
ScotApp_565,"Deseu el nom d'usuari"
ScotApp_568,Esborrar
ScotApp_569,Introduïu el codi
AssistModeButtonText,"Mode d'assistència"
ScotApp_750,Resum avui
ScotApp_751,Avui cada hora
ScotApp_1495,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_753,Ahir cada hora
ScotApp_433,433unused
ScotApp_432,EBT
DisableHHRapApprovalText,Desactiveu autorització HHRAP
ScotApp_430,Fora de servei
HH_InvalidBirthDateFormatLeadthru,El format de data no és vàlid \nIntroduïu en format %s.
ScotApp_434,Tipus de benefici
ScotApp_478,Lliureu els cupons.
ScotApp_439,439unused
ApproveButtonText,Autoritzar
ScotApp_661,(Def)
ScotApp_660,Tots els nivells de les monedes són normals
ScotApp_663,Error en la introducció del PIN
ScotApp_662,%
ScotApp_497,Import pendent:
ScotApp_664,Escanegeu els productes i seleccioneu un idioma.
ScotApp_667,Targeta passada. Escanegeu els articles i els cupons.
FixLaterButtonText,Solucionar després
LaneNumberText,Carril: %d
ScotApp_668,Impressió de la signatura correcta.
ScotApp_793,793unused
ScotApp_658,Nivell baix de monedes
ScotApp_136,"Introduïu l'efectiu"
ScotApp_137,Recolliu el canvi
CouponReceiptText,%d cupons ascendeixen a $%.2f
PicklistConfirm,Are you sure you want to start the Picklist Editor?
ScotApp_132,132unused
ScotApp_133,133unused
ScotApp_130,Introduïu els cupons.
ScotApp_131,Introduïu els cupons
PointsEarned,Punts aconseguits
ScotApp_748,748unused
ProfileManagerConfirm,Esteu segur que voleu iniciar el Gestor de perfils?
ScotApp_929,"La base de dades de reconeixement de pesos no s'està comunicant correctament."
CollectGiftCardTitle,Recollir la targeta regal
ScotApp_361,Carril tancat
ScotApp_138,Recolliu la targeta
ScotApp_139,Recolliu el rebut
ScotApp_366,Encallament al tallant de la impressora
ScotApp_367,367unused
ScotApp_360,Tancar el carril
LaneReceiptItemType6,%s\t%s\t%ss @ %s/%s\t%s
ScotApp_362,Introduïu contrasenya
AssistedTenderTitle,Pagament assistit per un agent
WeightExpected,WE :
ScotApp_295,295unused
ScotApp_368,Encallament de paper no carregat a la impressora
MinMaxFastLaneBtnPrimaryTxt,Minimitzeu SelfServ Checkout
ScotApp_552,"L'agent i la contrasenya no poden tenir un zero inicial."
ScotApp_550,550unused
ScotApp_1587,Esteu segur que voleu ignorar els canvis en la pantalla Gestió de bitllets?
ScotApp_235,"El receptor d'efectiu està gairebé ple."
ScotApp_234,Retireu el caixetí de bitllets.\n\nRetireu els bitllets del caixetí.\n\nTorneu a inserir el caixetí fins que encaixi a la seva posició.\n\nEstireu la nansa del caixetí per assegurar que la tanca manté el caixetí a la seva posició.
ScotApp_237,Torneu a inserir el caixetí fins que encaixi a la seva posició.\n\nEstireu la nansa del caixetí per assegurar que la tanca manté el caixetí a la seva posició.
ScotApp_236,236unused
ScotApp_231,231unused
ScotApp_230,"Estat del receptor d'efectiu rebutjat."
ScotApp_233,"Assegureu-vos que el receptor de bitllets estigui instal·lat correctament.\n\nEstireu la nansa per alliberar i feu lliscar el receptor de bitllets.\n\nTorneu a empènyer el receptor de bitllets fins que s'aturi."
ScotApp_232,"* Retireu el receptor i el caixetí de bitllets.\n* Comproveu si hi ha un encallament al caixetí.\n* Obriu les portes d'accés a la part superior del receptor i comproveu si hi ha un encallament de bitllets.\n* Tanqueu les portes d'accés amb fermesa.\n* Torneu a col·locar el receptor i el caixetí de bitllets."
ScotApp_585,585unused
ScotApp_314,problema a la cubeta
ScotApp_239,Estat inesperat del Gestor de dispositius
EditCart,Editar carro
ScotApp_463,Finalitzant autorització remota...
DepositCoupon,Introduïu els cupons
ScotApp_461,Carregant autorització remota...
ScotApp_460,Aquest completarà la compra.
ScotApp_467,467unused
ScotApp_1469,"No s'ha pogut dispensar %s al client.%s\n* Comproveu els dispensadors de monedes i bitllets.\n* Toqueu «Estat de monedes/bitllets» per reomplir o eliminar l'encallament."
ScotApp_1479,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1449,Estat dels bitllets
ScotApp_1459,"Informe de Gestió d'efectiu"
ScotApp_1429,<<<Baix nivell de monedes.Reompliu.>>>
ScotApp_1439,"S'ha superat el límit de «Bossa/caixa»"
ScotApp_1409,"Menú d'assistència"
ScotApp_1419,Multipaquet
ScotApp_651,Defecte
ScotApp_650,Producte ordinari
ScotApp_653,Introduïu el valor del cupó en cèntims i toqueu «Entrar».
ScotApp_544,La contrasenya no pot tenir més de %d dígits.
ScotApp_655,Article exceptuat
ScotApp_1489,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_1499,"Consulteu el manual del dispositiu per solucionar l'error."
ScotApp_149,Introduïu el PIN
ScotApp_659,Estat de nivell baix de monedes:
ScotApp_1461,Monedes
ScotApp_1471,Error al dispositiu reciclador de monedes
ScotApp_1441,Gestió de monedes
ScotApp_1451,ID del personal de caixa
ScotApp_1421,"Mode d'assistència"
ScotApp_1431,Anul·leu tot
ScotApp_1411,Canviar la quantitat
ScotApp_602,Editeu/Afegiu\nentrada de pes
ScotApp_162,Escanegeu els articles i els cupons.
ScotApp_163,163unused
ScotApp_918,"No hi ha registre del pes de l'article."
ScotApp_1361,"Canviador d'efectiu"
ScotApp_1371,"Receptor d'efectiu"
ScotApp_1341,Control del volum
ScotApp_1351,%s\n%s %s retirat
ScotApp_1057,1057unused
ScotApp_1301,Editar llista de selecció
ScotApp_1311,"* Retireu el receptor de bitllets.\n* Obriu el mòdul del receptor.\n* Comproveu si hi ha algun encallament i, després, torneu a col·locar el mòdul.\n* Comproveu que el motor del receptor de bitllets s'encengui i el llum LED sigui verd."
BagItemOrSkip,Embosseu aquest article o ometeu-ho.
ScotApp_1668,És possible que hi hagi un encallament de bitllets a la ubicació indicada.Obriu la tapa superior del reciclador de bitllets.Retireu els bitllets encallats que hi pugui haver.Tanqueu la unitat i torneu a col·locar la tapa superior del reciclador de bitllets.Continueu transacció.
ScotApp_1678,Error al reciclador de bitllets
ScotApp_1648,(mmddaa)
ScotApp_1658,Verifiqueu que el client hagi rebut el canvi correcte.
ScotApp_1628,Error a la CPU
ScotApp_1381,Processant...
ScotApp_1608,"La cubeta d'expulsió està buida"
ScotApp_1618,Un caixetí dispensador de bitllets no està present o no està inserit completament.\n\nInstal·leu o recol·loqueu el caixetí de bitllets fins que encaixi.
ScotApp_829,829unused
ScotApp_828,828unused
ScotApp_827,"Passeu el codi de barres de l'article per sobre del teclat i col·loqueu-lo a la zona d'embossar."
ScotApp_826,No vull\nembossar aquest article
PickListEditor,Editor de llista de selecció
CallForHelp,Sol·licitar ajuda?
ScotApp_1688,Error del caixetí
ScotApp_1698,Toqueu «Condició corregida».
ScotApp_261,261unused
ScotApp_260,260unused
ScotApp_262,262unused
XM_ConfirmAction,Confirmar accions
ScotApp_269,"Mode d'assistència"
ScotApp_268,Targeta no llegida correctament
ScotApp_453,Estat del receptor de monedes ple
ScotApp_452,Comproveu si el cable està endollat de manera segura al lateral del receptor de monedes.
ScotApp_451,Estat del receptor de monedes encallat
ScotApp_450,450unused
HostOfflineMessage,El carril està fora de línia i el sistema intenta tornar-se a connectar.
ScotApp_456,456unused
EventViewerBtnPrimaryTxt,"Visualitzador d'esdeveniments"
ScotApp_454,454unused
ScotApp_1597,Targeta de fidelitat
ScotApp_459,Quedarà un saldo per a aquesta compra.
HH_VoidNoMatchLeadthru,"No es pot trobar l'article escanejat. No s'ha comprat l'article o s'ha cancel·lat."
ConfirmSuspendDeclinedLeadthru,Confirmar o cancel·lar declinació de suspensió.
ScotApp_770,Confirmar suspensió
DateOfBirthNotNeededButtonText,No es requereix data
KeyInQuantityLeadthru,Introduïu quantitat per a: %s
ScotApp_774,Punts aconseguits:
ScotApp_775,Us donem la benvinguda a NCR SelfServ Checkout! Que tingueu una bona compra!
ScotApp_776,776unused
ScotApp_315,315unused
ScotApp_779,779unused
ScotApp_922,922unused
XM_LeadThruPickUpFunction,"Seleccioneu la funció de recollida desitjada. Un cop hàgiu acabat, toqueu «Aplicar els canvis»."
UnknownPriceMessage,"No se sap quin preu té l'article.\nDe seguida rebreu assistència.\n\nRetireu l'article i continueu."
ShutDownSystemButtonText,Apagar tot el sistema
ScotApp_156,Missatge del sistema
ScotApp_157,Missatge del sistema
ScotApp_154,Carregant…
ScotApp_155,Missatge del sistema
ScotApp_152,152unused
ScotApp_153,153unused
ScotApp_150,"Seleccioneu l'import que voleu rebre en efectiu"
ReturnToMainButtonText,Tornar a Principal
ScotApp_609,Editeu la tolerància de pes
MinMaxRAPBtnPrimaryShowConfirmation,"Per minimitzar PAR, toqueu el botó de «Minimitzar PAR»."
ScotApp_1362,Dispositiu de bloqueig
ScotApp_1372,Receptor de monedes
ScotApp_1342,Seleccioneu utilitat
ScotApp_1352,Dipositeu la targeta regal
ScotApp_1322,Error al sensor dels cupons\nHa fallat la comunicació.
ScotApp_1302,Tancar
ScotApp_1312,"* Retireu el caixetí de bitllets.\n* Obriu i retireu els bitllets.\n* Tanqueu i torneu a inserir el receptor.\n* Comproveu que el motor del receptor de bitllets s'encengui i el llum LED sigui verd."
VideoButtonText,Video
VisualVerify,Comprovació visual
NoButtonText,No
ScotApp_1382,(Std)
ScotApp_1392,"Error a l'indicador lluminós (tipus semàfor)"
ScotApp_819,"Confirmar suspensió per a l'article anul·lat."
ScotApp_817,Es requereix assistència
ScotApp_816,816unused
ScotApp_255,255unused
